input,output
"his next move, once again defeating the
Cy threat of the unbalanced edge. In this situa-
tion, Black should delay the g7 move until
Diagram 17: Black to move af possible) a Black disc is securely located
in the seventh row, providing the necessary
access to h7.
Sometimes, an unbalanced edge that
seems safe from an X-square attack may
still be vulnerable to a move along the adja-
cent edge. This is the case in Diagram 18,
where Black's lack of access to b2 prevents
the conventional attack of the unbalanced
north edge. However, Black can go to the C-
square at a2 instead! If White follows by
taking the al corer, Black can successfully
fill in the wedge at bl. If White does not
take the al corner, Black then has the addi-
tional option of going to a7 and eliminating
OOOO
oOo “Sb om Mh & we bh
a
oe | Sie;
QOOOOO
O@
Ce
Oe
OO
White's opportunity to take the al corner at
all.
In summary, the potential liabilities of
C3 unbalanced edges are both simple and es-
; sential for the aspiring Othello expert to un-
Diagram 16; Black to move derstand. However, there are numerous sub-
tle nuances to the unbalanced edge position,
Othello: Brief & Basic
that are anything but simple. Knowing
whether or not to take an unbalanced edge,
or to attack a currently existing one, are
among the more difficult of all decisions in
Othello.
8. Controlling the Main Diagonal:
Stoner Traps and More
The main (or central) diagonals are the
two diagonals that run from al-h8 and from
Question: What is the name of the game that has a main diagonal?
===
The answer to the above question is",Othello
"The main (or central) diagonals are the
two diagonals that run from al-h8 and from
a8-hl. A player is said to have control of
one of these diagonals when all the pieces
along that diagonal are of his color. There
are numerous ways to take advantage of this
control.
Stoner Traps. A Stoner trap (named
after John Stoner, the first U.S.O.A. member
known to use this trap) is a comer sacrifice/
exchange that depends on main diagonal
control. For example, in Diagram 19, White
can move to b7, gaining control of the a8-h1
main diagonal. As a result, despite White's
X-square disc, Black cannot yet take the a8
comer. Typically, Black will try to move to
a square that cuts across (i.e. flips a disc
along) the main diagonal, so as to gain ac-
cess to a8 (e.g. Black moves to f3). But
White's next move is to d8 (called the ""at-
tack"" square) (see Diagram 20). Now there is
no way to stop White from getting the h8
corer (and most of the south edge as well).
Black cannot go to b8 or he will flip the disc
at b7 and lose both the a8 and h8 corners. If
Black takes the corner at a8, White can then
take h8 directly or even (in this case) take
the wedge at b8 (maintaining access to h8).
If Black avoids both a8 and b8, White still
can go to h8 at any time (an advantage of
this position over a similar unbalanced edge
attack). This exchange of corners is usually
(but not always) favorable to the attacker
since he gets both the edge and a corner,
while his opponent gets only a corner.
According to the above context, answer the following question.
What is the name of the trap that depends on main diagonal control?",Stoner Trap
"Read the following article and answer the question.
Article: since he gets both the edge and a corner,
while his opponent gets only a corner.
The drawback of Stoner traps is that they
are often difficult to set-up, especially
against a knowledgeable opponent. To be
successful, at least four preconditions are re-
quired: (1) The opponent must have the req-
uisite edge position (the two most common
edge positions that are vulnerable to Stoner
traps are shown along the north and south
edges in Diagram 19). (2) The X-square
Othello: Brief & Basic
Oo a mm OW & Wo ht oOo so om tl & TW RK
Oo a om UO fF Wo ht
._
Ss
©
OCUCe@Ve-
eee _leee-
Diagram 20: Black to move
Clee!
le
ee
OO
e
©
©
©
®
oe
L 1
O
©
©
®
®
®
®
Ce
Diagram 21: White to move
11
a hh
YX
1 Oe!
ioe eee
O
OOOO
Tn
ar
e
oe
eo)
oe
oe
@|
Diagram 23: Black to move
Cc. Je@et tes
oOo -s m Oo & WH
Diagram 24; White to move
12
move must result in control of the main di-
agonal. (3) There must be at least one disc of
the opponent's color i the column contain-
ing the X-square, e.g. the b column in Dia-
gram 20. (Otherwise, Black could have safe-
ly balanced the edge). (4) You must
maintain access to the edge square required
to complete the trap (e.g. d8 in Diagrams 19
and 20). For example, White could have
gone to b2 in Diagram 19, attempting a
Stoner trap along the north edge. But this
fails for at least two reasons: after Black
continues with g5, White does not have ac-
cess to cl. Even if he did, Black could fol-
low the cl move by safely going to bl. A
Question: What is the main purpose of the passage?
Answer:",To explain the basic rules of Othello.
"Read the following context and answer the question.
Context: cess to cl. Even if he did, Black could fol-
low the cl move by safely going to bl. A
more subtle example of a failed Stoner trap
is in Diagram 21. Here, the trap fails be-
cause after White's move to b7, Black goes
to c3, gaining access to a8, while blocking
White from the critical c8 square.
Controlling the Diagonal. If you can
maintain control of a main diagonal, you
can move to the X-squares without allowing
your opponent access to the adjacent cor-
ners. In the endgame, this can be a critical
advantage (even in non-Stoner trap posi-
tions). For example, in Diagram 22, White
can go to b2 and assume control of the a1-h8
diagonal. Black cannot move to al now nor
even move to regain access to al. He is
forced to go to g2 or b7, losing a corner (and
the game as well).
Main diagonals can be so powerful, that
a good player 1s constantly on guard for pos-
sibilities of gaining or losing control of
them, particularly late in the game. Offen-
sively, the player should monitor when he
can take control (or set up to take control) of
a main diagonal. Defensively, the player
needs to be aware of when his opponent
may take effective control of a main diago-
nal, and whether the player then has the
ability to cut across it. Some examples of
these ideas are presented in Diagram 23.
Note the problems caused for Black by the
table position (occupying the 2 A-squares)
at the south end of the board. Novices often
see this as a desirable position, but it actual-
Question: What is the author's occupation?
Answer:",not enough information
"Read the following context and answer the question.
Context: at the south end of the board. Novices often
see this as a desirable position, but it actual-
ly has a major liability: Black has no access
to d8 or e8 while White does. Thus, if
Black attempts to control the a8-h1 diagonal
by going to b7, White can respond with d8
or e8 and cut across the diagonal. Alterna-
tively, White could go to gl, establishing
control of the al-h8 diagonal, safe in the
Othello: Brief & Basic
Summary & Preview
In the previous sections, we demonstrated the importance of the four corner squares,
and how a major part of Othello strategy focuses on how to best obtain corners yourself,
while preventing your opponent from domg so. At the same time, we saw several cases
(e.g. unbalanced edges, Stoner traps) where deliberately giving up a comer (typically by
going to an X-square) was a good (even a game-winning) move. Understanding these posi-
tions typically depended on being able to recognize particular board patterns. But more
than that, these positions demonstrated an important principle about Othello. Specifically,
in a typical game between two expert Othello players, one player is rarely able to acquire
all 4 comers. Recognizing this, the critical question becomes not how to prevent your op-
ponent from ever getting a commer, but when 1s the best time (and how is the best way) to
concede a corner. It is almost always better to concede a corner on your terms than to be
Question: What is probably true about the author?
Answer:",He is a master of Othello
"Read the following article and answer the question.
Article: concede a corner. It is almost always better to concede a corner on your terms than to be
forced to give up a corner later on your opponent's terms. As comedians are fond of saying:
""It's all in the timing!"" Indeed, many players, even experts, have lost games essentially be-
cause they were too reluctant to give away a corner at an opportune time. On the other
hand, players may also lose games by overlooking unusual ways to force an opponent to
give up a corner (or other positional advantage), ways that work only because the timing or
position is ""right."" The next few sections expand on these fundamental concepts.
9. Gaining and Losing Tempo
A player is said to gain a tempo when he achieves an advantage of timing by deriv-
ing one more viable move than his opponent from play within a limited area of the
board and thereby forcing the opponent to initiate play elsewhere (it is similar to the
concept of sente — or initiative —in Go). Gaining and maintaining a tempo advantage 1s
akey concept in Othello strategy. Let's look at this idea in more detail.
A safe move is loosely defined as a move that is not the proximate cause of giving
your opponent a comer. For example, going to an X-square early in the game is defi-
nitely not a safe move. This definition does not take into consideration the numerous
tres that giving up a corer is a good
move, but it serves us well for the majority
of midgame situations. Typically, as the
board fills up with discs, several distinct re- 1
Question: The passage is mainly about   _  .
Answer:",Othello strategy
"Read the following context and answer the question.
Context: of midgame situations. Typically, as the
board fills up with discs, several distinct re- 1
gions of empty squares develop. It is useful
to keep track of the number of safe moves
available to you (and to your opponent) in
each of these regions. As play expands to
the periphery of the board, we can initially
conceive of each side of the board as having
10 potentially safe squares (see Diagram
25), though this can change with the board
position. The move to the last safe square
available to either player in a given area of
the board is called the last move (making
the last move of the game a special case of
the ""last move""). Taking a ""last move"" has
the generally desirable effect of forcing Diagram 25: Shaded ogreas
your opponent to initiate play elsewhere on are ""safe move"" regions
the board. If your opponent has no other
safe moves on the board, you are said to have ""run your opponent out of moves""
(causing your opponent to concede a corner) (see also Point #3). Gaining a tempo is of-
ten an effective way to accomplish these goals (see also Point #10).
For example, in Diagram 26, it is White to play. Note that Black has only one safe
move on the board: g5. If White can eliminate this without opening up any more safe
moves, White will gain a comer. White clearly does not want to disturb the North edge
a bed ef 4 oh
o
|Z
Oo som th f& WwW hi
Othello: Brief & Basic 13
1
O
O
O
O
(0)
TC)
a) OM}
Diagram 26: White t
2
3
4
ba
eee
eo_e@
LM _
ee
Cee
LAI
CeO
CeO
Cee
oe
QO
o
Mowe
Lt hh
Question: What does the author think of taking a last move?
Answer:",it is generally desirable
"Read the following context and answer the question.
Context: (0)
TC)
a) OM}
Diagram 26: White t
2
3
4
ba
eee
eo_e@
LM _
ee
Cee
LAI
CeO
CeO
Cee
oe
QO
o
Mowe
Lt hh
tb Oo XS
O@Cleee
eK JS)
oe ie
eeeeee
Diagram 27: White to move
OOOO
eeeeee
oOo -— mm (Oh & TH RI
I
O
O
OQ
O
oOo -s m Oo & WH
Diagram 26; White to move
14
(as this opens up good new moves for
Black) so he will want to go to either h6 or
g5 itself. The h6 move doesn't succeed:
Black simply goes to g5 and White is now
forced to open up the North edge (see Dia-
gram 27). The g5 move is correct: this opens
up a new safe move for Black (h6), but after
Black goes there, White can continue with
h7(!) (Diagram 28). White has now gotten
the last move in that region (via a gain in
tempo) and (in this case) Black is forced to
give up a comer. Whenever you find your-
self with more safe moves than your oppo-
nent (and a means of reducing your oppo-
nent's safe moves), it is worth considering
attempting this. As usual, success depends
upon being able to plan ahead: coming up
one move short of running your opponent
out of moves often spells disaster. Another
word of caution: recall that X-squares are
not always bad moves, and forcing your op-
ponent to concede a corner may not hurt
him. Thus, in Diagram 28, imagine that a7
was vacant. Now after a White move to h7,
Black (though forced to give up a corner)
goes to the b7 X-square, attacking the un-
balanced west edge. In this position, the fi-
nal outcome of the game is no longer clear.
(Note: it is possible to get more than one ex-
Question: What is the best title for the passage?
Answer:",X-squares are not always bad moves
"nal outcome of the game is no longer clear.
(Note: it is possible to get more than one ex-
tra move in a region -- resulting in a double,
or even triple, gain in tempo!)
A related type of move associated with
tempo is the free move. A free move is a
play that can be deferred until later in the
game and which when taken will not open
up any new safe moves for one's opponent.
It is really a just a special type of safe move
(usually a tempo-gaining last move as well).
White has a potential free move at h7 in Dia-
gram 29. Free moves are like money in the
bank. Don't use them until you need to or un-
til you can make good use of them. Thus, in
Diagram 29, it would be a mistake for White
to take this free move now. Black would
simply respond with c8 and White 1s forced
to open up the North side of the board for
Black (or concede a corner). Instead, White
should play to c8 directly, leading to a likely
b8 response by Black. Now White goes to
h7 and Black is out of safe moves entirely.
Another dramatic example of the power
of free moves is in Diagram 30. Here Black
has two free moves at a2 and a7. Despite
White's possession of three corners, Black is
in control of the game, i the sense that
White not only has no safe moves, he has no
Othello: Brief & Basic
moves at all! Computers can analyze end-
game positions like this in order to deter-
mine the ""perfect-play"" sequence of re- 1
maining moves: the sequence of moves that
occurs if each player makes the best possi-
Question: What is the name of the game?
===
The answer to the above question is",Othello
"maining moves: the sequence of moves that
occurs if each player makes the best possi-
ble available move at each turn. With per-
fect subsequent play, Black wins 44-20 (h4-
h5-a2-h2-h3-¢7-h8-h7-a7-pass-g8). Note 6
that neither the a2 nor a7 free move was tak-
en immediately. In fact the a7 move was de- CO)
ferred until the next to last move of the
game. t
The types of tempo-gaining plays dis- Se
cussed in this section are often referred to as
""squeeze plays."" Gaining a tempo 1s usually
considered advantageous even if it does not
immediately lead to the gain of a comer. I Diagram 29;
cannot overemphasize the importance of
this concept for successful Othello play.
L
Oo a m Ch B&B Wht
eee lee
eee Ove
ar
it
Cc
10. Odd and Even Regions of the
Board u
In the previous section we mentioned
how, as the game develops, the board is fre-
quently subdivided in separate regions of
vacant squares. In this section we discuss a
particularly noteworthy aspect of these re-
gions (one that becomes most relevant dur-
ing the endgame): whether there are an odd
or even number of vacant squares in the re-
gion. Most typically, we are referring to re-
gions of two to five empty squares in the
area surrounding a comer. Making the cor-
rect play in these important regions depends
upon an understanding of last move and
tempo (Point #9). For example, let's begin
by looking at the last two moves of the
game.
In Diagram 31, it is Black to play at
move 59. Note Black's dilemma: which ever
Question: What is probably true about the author?
===
The answer to the above question is",he is a master at Othello
"Read the following article and answer the question.
Article: game.
In Diagram 31, it is Black to play at
move 59. Note Black's dilemma: which ever
square he takes (h1 or h2), White gets the re-
maining one (i.e. the last move), as well as
securing either the North or the East edge.
This is sufficient to give White the victory.
In situations like this, Black would be happy
to be able to pass. Then, White would have
to go to h2, Black would get the last move at
h1, and Black would win the game. The gen-
eral principle here 1s that White was at an
advantage because Black was forced to
move first into an even-numbered region
(i.e. an area containing an even number of
vacant squares), giving White the last move.
Actually, in a typical game, White always Diagram
gets the last move (since Black always goes
QOOOO Or
©
O
O
eo
O
©
Ss
©
Oo a om Oh ff Wh
OQ, OCRCIOL Cr
O
e
QO
O
©
©
©
®
Di 30: Black to move
o
oo
=
o
|
eeees ith
Ce JO Je ee
OOO UG@W)-
POO @OOOO
@OOe@@OOC’
os
oo
ack to move
Othello: Brief & Basic 15
1
z
>|
4
a
6
a
6
16
Kd
first), giving White an important advantage in the endgame (One major exception to
this is, of course, if there has been a passed move. This, in turn, implies that it would be
to Black's advantage to create an odd number of passed moves. Also see Point #11).
Does all this mean that White has a better overall chance of winning than Black does
(all other things equal)? This question is still an unresolved debate among expert Othel-
Question: The passage is probably a(n)   _   .
Answer:",instruction
"Read the following article and answer the question.
Article: (all other things equal)? This question is still an unresolved debate among expert Othel-
lo players. Most players feel that Black has an advantage in the opening (for reasons to
be discussed in subsequent sections), while White has the advantage (just explained) in
the endgame. Some feel that Black's initial advantage should give him enough of an
edge to compensate for White's endgame advantage. Others disagree. But one thing 1s
certain: we have now strayed too far from our main point. Let's return to it.
The type of situation described above for the last two moves in the game, usually oc-
curs several times earlier in the game as each of the corner regions gets ""filled in."" In
each of these regions, it is typically disadvantageous to move first into an even-
numbered region. Conversely, it is usually advantageous to move first into an odd-
numbered region (for the same reason: this gets you the last move in that region). One
of the surprising corollaries of all this is that it is often advantageous to move into an
odd-numbered region even if it means giving up a corner to do so. Let's look at some
examples.
In Diagram 32, it is White's move, but
Black is in serious trouble. If it were now
aoboic gd é¢ figih Black's turn, Black would be forced to
choose among g7, h2, or h7 (all of which are
disastrous). In order for White to force those
choices on Black, he must gain a tempo
without opening up any new safe moves for
Black. To accomplish this, White needs to
Question: The author's purpose in writing the passage is to   _  .
Answer:",discuss the advantages and disadvantages of each player in the game
"without opening up any new safe moves for
Black. To accomplish this, White needs to
move to the southwest corner area, an odd-
CO
O © numbered region. White can take either b7
CIO
CO
eeeee
th Lo oee
C eee 16
or b8, allowing Black to take the a8 comer.
White then takes the last move in that area
(b7 or b8), gaining a tempo and forcing
Black to make one of the disastrous moves
discussed above. From this position, White
is likely to go on to win the game!
Now that you know the main principle,
Diagram 32: White to move here's the bad news: There are many posi-
tions similar to that shown in Diagram 32
that will not work as well. A good player
needs to be able to distinguish the phony
from the real thing. For example, in Dia-
gram 33, a White move to b7 fails: Black
can safely move to a8, since White will be
unable to follow with b8. Black then gets
the last move in that region (b8) on his next
turn. Meanwhile, White is forced to open up
the North edge, and his momentum 1s lost.
Fortunately for White, a move to b8, in Dia-
gram 33, will work. But change the disc at
c6 (in Diagram 33) to White. Now neither
b7 nor b8 will work (try it!). Other varia-
eee e” tions of this sort exist. The general advice is:
1@ ecee For the technique to work, you must have
eeee access to the last move in the region. Once
again there is no substitute for planning
Diagram 33: White to move ahead! But the good news is that many times
it does work -- as it does in the example
O
rice
©
©
Ck er 1S)
OOOO
Question: What is the main principle of the technique discussed in the text?
===
The answer to the above question is",not enough information
"it does work -- as it does in the example
O
rice
©
©
Ck er 1S)
OOOO
Othello: Brief & Basic
shown in Diagram 34. Here, Black has con-
trol of the al-h8 main diagonal, with no clear
way for White to cut across it. But White can
take advantage of the odd-numbered region
in the northwest corner area by going to b2.
This forces Black to respond with al (or
White will continue with h8). Now White
goes to a2, gaining undeniable access to h8!
As mentioned above, it is typically disad-
vantageous to move into an even-numbered
region if you are doing so to gain a tempo
(because you and your opponent typically
exchange moves, with your opponent getting
the last move). But there are numerous ex-
ceptions to this too. For example, m Dia-
gram 35, if White moves to b7, Black typi-
cally responds by taking the a8 corner. But
now, White gets both a7 and b8, getting
three (rather than just two) of the four moves
in that region, in addition to the last move. In
fact, a7 and b8 are now free moves, and may
be advantageously deferred until later in the
game. In positions like this, the best defense
for Black is typically to decline the a8 move
as long as possible, hoping for a favorable
change in the board position. Finally, bear in
mind that, despite these exceptions, they re-
main exceptions. The rule still ""works"" most
of the time. [Note: the player with the last
move advantage in all of these positions is
said to have parity. Players typically make
moves to maintain parity. |
According to the above context, answer the following question.
What is the name of the game?",Othello
"Read the following article and answer the question.
Article: said to have parity. Players typically make
moves to maintain parity. |
11. Blocking Techniques: Access
and Poisoned Moves
Blocking techniques refer to ways to
prevent your opponent from taking an other-
wise good move. Naturally, you should be
alert both to when you can make such block-
ing moves as well as when your opponent
may be able to block your good move.
Denying Access. Numerous times in the
preceding discussions we have used the term
access. For example, it was a key concept to
understanding control of the main diagonals
(Point #8). Now itis time to examine it more
formally. Quite simply, you are said to have
access to a particular square if you can legal-
ly go there. A lack of access to a particular
square is a type of block, and often a quite
frustrating one. Thus, In Diagram 36, White
would easily win the game if he could sim-
ply go to b8. But he can't, and so he must go
to g2 or g7 instead, losing the game.
Othello: Brief & Basic
f
‘| eeeoe
2| | @eVle
OOO CVe
‘I8eecle
Bee
eeee UT @-
OOOO
Oo a mm OW & Wo ht
ee
eee
OOO
2
eee
eee
White to move
Diagram 33:
a
ooee
oe \)
ee
oe | Sie,
oOo - mm Oo & WH hh
Diagram 36; White to move
17
oOo -— mm Oh & HW
Diagram 37: Black to move
add
ra)
=x
©
OO
e
e
(O)
O08 eeOe:
QOOOOO
e
OOOOOO
oe Cee
©
©
Diagram 38: Black to move
Oo som th f& HW bi
h
eeeee
eyyi
eo
O
K XX
oOo a mm Om & WH
Diagram 39: Black to move
18
An expert Othello player does more than
hope to avoid these situations (or find his
Question: In the game, the player who can move to the other's piece is called   _  .
Answer:",the attacker
"18
An expert Othello player does more than
hope to avoid these situations (or find his
opponent in them), he works to accomplish
these goals. In particular, he watches the
board so as to maintainhis own access to
critical squares while similarly denying ac-
cess to his opponent's critical squares. Let's
consider some other examples.
In Diagram 37, Black is concerned that
White may eventually find it desirable to at-
tack his unbalanced edge by going to g7.
Seeking to prevent this, Black goes to bS.
The unique advantage of this move over oth-
er acceptable moves (e.g. c2 or d1), is that it
flips the disc at g5 to Black. Now White no
longer has access to g7 and Black's unbal-
anced edge is relatively safe. Later in the
game, a naive White may feel that he was
simply ""unlucky"" not to have access to 97,
but it was actually Black's foresight that was
responsible. In Diagram 38, Black wants to
block White's future access to the a8 corner
region. Black can effect this by moving to
e8. This pressures White to respond with d8
(otherwise Black would go there on his next
tum, and gain a tempo). But White's d8
move flips the Black discs at b6 and c7 to
White, sealing-off the region to White. The
potential weakness of a sealed-off corner
area is clearly shown in Diagram 39. Here
White is sealed-off from the odd-numbered
region surrounding the al corner. Black
takes advantage of this by going to g8 (ae.
moving into the only other odd-numbered
region on the board). This, in effect, shifts
According to the above context, answer the following question.
What is the purpose of the passage?",to describe the rules of Othello
"moving into the only other odd-numbered
region on the board). This, in effect, shifts
the ""last move"" advantage (discussed in
Point #10) from White to Black. Thus, be-
cause White cannot go to the al comer area
(e.g. a2 would have been a game-winning
move!), White must now give a comer and
lose the game. Indeed, Black (with proper
play) can now get the last move in each of
the 4 corner regions.
Finally, it is worth noting that denial of
access is just another perspective on the ma-
jor principles of move limitation and ""run-
ning your opponent out of moves"" etc. that
have been discussed previously. For exam-
ple, determine what move you would make
as White in Diagram 40. The critical obser-
vation is that Black currently has only one
safe move: e8. If you can take it away with-
out opening up any new safe moves, Black
will be forced to concede a corner. Taking
e8 itself doesn't work: Black continues with
b8. The move that succeeds is a6! You have
Othello: Brief & Basic
now denied Black access to e8 by flipping
the Black disc at c6. Black must now make
what is likely to be a game-losing move. 1
Poisoned moves. A poisoned move is
another type of blocking move. Actually it is
like a ""semi-denial"" of access: you do not le-
gally prevent the opponent from moving to a
square; you simply make it undesirable to do
so. Technically, a poisoned move 1s defined
as a move that cannot be made without flip-
ping unwanted discs. As was true for deny-
Question: Who made a poisoned move?
===
The answer to the above question is",White
"Read the following article and answer the question.
Article: as a move that cannot be made without flip-
ping unwanted discs. As was true for deny-
ing access, the good Othello player actively
searches for opportunities to make this type
of move. Thus, in Diagram 41, White has
two apparently good moves, a7 and f2 (e.g.
neither move opens up any new safe moves
for Black). However, White should avoid the
a7 move for the moment, preferring the f2
move. This is because Black currently has a
good move at f8. But after White moves to
f2, the f8 move becomes poisoned (ie. it 1
would flip all the White discs in the f col-
umn, creating an undesirable wall for = C)
Black).
[A slight digression: One reason why oc- 3 IC Wee
cupying edge squares is often thought of as
undesirable is that they tend to poison other- 4 eee
wise good moves. Thus in Diagram 42, 5 SS. 8
Black is considering the reasonably good
move to g4: it only flips one disc (f5) with- ell) eee
out any great benefits to White's mobility.
However, consider the consequences of the f eo
g4 move if Black takes it after first goingto ry =
the cl edge square (with a probable a2 White
response). Now, because of the new Black Diagram 41: White ta move
edge pieces, the g4 move will flip both e2
and f3 as well as g4. This opens up the f2
move to White. The g4 move no longer a oboe
looks as desirable. It is said to have been
self-poisoned. Thus, the timing (i.e. the se- 1 (>
quence of moves) is critical: if you wish to
take both g4 and cl, you should probably CW
Question: The author's purpose in writing this passage is to   _  .
Answer:",explain the importance of the timing of moves
"quence of moves) is critical: if you wish to
take both g4 and cl, you should probably CW
take g4 first. Note that self-poisoning,
though frequently resulting from edge
square moves, can occur as a result of any
type of move. A related concept is ""unpoi-
soning"": changing a currently undesirable
move for an opponent into a desirable one by
flipping a disc that was acting to poison the
opponent's move. Typically, you wish to
avoid unpoisoning opponent's moves. Thus,
again in Diagram 42, a Black move to h6
should probably be avoided: it unpoisons the
White move to a6 by flipping the poisoning Diagram 42; Black to move
White disc at g6.
O
©
O
©
oo -— mm Oo & WW
©
eee
ees
OOO
ee
OW
oO -— m Oh & WW
Othello: Brief & Basic 19
co am Oh f& Th mo oa om of f& Wh
oO a om Of fF Wh
20
102
Cee
A Oe
eS see
Diagram 43; White to move
cat
fm
ar
CL eee
WOOOOOOCISr
OSS
MOO @O
O
o
oO
—!
a
=
om
ite
ion}
o
ao
3
o
—|
fe
oy
=
rT
ar
CIO
eee Ie,
00000):
0000”):
Je (Seen
( {Jet lie;
ClO
Diagram 45: Black to move
While we're on the subject, note how
White's moves along the South edge are pot-
soned by White's discs along the West edge
and East side of the board. ]
Still another way to block an opponent
from taking a desirable move is to take it
yourself. This is obviously a good alterna-
tive if such a move would be a good one for
you anyway. Yet sometimes, this type of
block can be effective despite initial appear-
ances to the contrary. For example, in Dia-
gram 43, about the only way that White can
Question: Who should probably CW take g4 first?
===
The answer to the above question is",Black
"Read the following article and answer the question.
Article: ances to the contrary. For example, in Dia-
gram 43, about the only way that White can
permanently prevent Black's good move to
f3 is to take it himself. However, White may
be reluctant to do this because it also flips
the Black discs at f4 and f5, creating a White
wall along the east side. None-the less, the
move works out well for White: no matter
where Black goes next, White can eventual-
ly get the excellent move to e6, and the pres-
sure is now on Black.
In summary, when your opponent has a
good move, there are generally three things
you can do to prevent it: a) deny access to
the move, b) poison the move, or c) take the
move yourself. Of course, if you have more
than enough good moves yourself, you may
simply choose to ignore your opponent's
good move altogether. If more than one of
these alternatives is possible, the best one
can only be determined (surprise!) by exam-
ining the overall board position (see also
Point #15).
12. The Semi-Forcing Move
A semi-forced move is a move which is
forced not by the rules of the game, but rath-
er by tactical considerations. In practice, the
""tactical consideration"" is most often that,
unless the player takes the semi-forced
move, he will lose a corner. The opponent's
move that puts a player in this position is
called the semi-forcing move. Proper use of
semi-forcing moves can be a powerful tech-
nique, and really we have already seen sev-
eral examples of it. Thus, the e8 move in Di-
agram 38 (though it did not directly threaten
Question: When the opponent has a good move, the player can   _  .
Answer:",choose to ignore it
"Read the following article and answer the question.
Article: eral examples of it. Thus, the e8 move in Di-
agram 38 (though it did not directly threaten
a comer) semi-forced a d8 response, sealing
White off from the southwest corner area.
Let's look at a few more examples.
In Diagram 44, White would have a great
move to f7, if it was not poisoned by his
discs at f1 and f2. White can set this up by
first moving to el, semi-forcing a g1 reply
Othello: Brief & Basic
by Black (and flipping the critical f1 and f2 discs). Now White continues with f7 and
Black must sacrifice a corner, and the game!
In Diagram 45, Black would like to block White's access to b1. He can do this by
moving to a3. This semi-forces an a4 reply, which in turn flips the c2 disc to White, pre-
venting White from balancing the edge. Having accomplished this, Black has another
semi-forcing move available that is probably even better: go to h5 (adjacent to White's
uneven three). This semi-forces White to respond with h6, flipping the Black discs in
the sixth row to White (sharply reducing White's future mobility).
13. Mobility Reconsidered
With the perspective of our most recent discussions, let's now re-examine some 1s-
sues related to the all-important principle of mobility optimization (see Points #3 & 4).
Regional Mobility. In some situations, there may be several safe moves that all flip
about the same amount of discs. A strict application of evaporation techniques suggest
they should be about equally good moves. How do you decide between them?
Question: The passage is mainly about   _  .
Answer:",how to play Othello well
"Read the following context and answer the question.
Context: they should be about equally good moves. How do you decide between them?
One idea, previously discussed, is to prefer the move that flips more interior discs.
But what if (as is more common) all your choices are about equal in this respect as well?
Here you should still be guided by the idea that you want to open up as few new safe
moves for your opponent as possible. One general rule is (almost paradoxically) take
the move that is in the area where your opponent already has the most amount of poten-
tial moves (i.e. the area of greatest regional mobility). The logic is that discs flipped in
this region will only minimally increase your opponent's mobility since they will tend to
provide access to squares that the opponent already has access to. Another way of stat-
ing this same rule is: move to the area where your own mobility is the most limited. The
hope is to lure play into this area, getting your opponent to use up all his safe moves
there, thereby eliminating his regional advantage.
One example is in Diagram 46, where it is White to move. Let's consider the vari-
ous possibilities. Clearly, a move like f3 would be undesirable, flipping seven discs
(mostly along the frontier), and severely lim-
iting White's future mobility. A move to g3
may seem initially to be a good move as it a_eb
only flips one black disc. However, Black's
mobility in this eastern region is currently
zero and any move in this area would have
the negative effect of “opening up"" the area
Question: What is probably true about the writer?
Answer:",He likes to play games
"zero and any move in this area would have
the negative effect of “opening up"" the area
to Black (e.g. after g3, Black could move to
f3 and be set up for a further move to h3).
Generally better is to move into the area
where Black already has some mobility: the
western edge of the board in this case. For
example, a move to a6 does not open up any
new moves for Black! Note that not all
moves in this western region are necessarily
equal. For example, compare the a6 move to
another similar, though less desirable, move
to b6. The b6 move, by flipping both the
discs at b5 and c5, totally shuts off the region
to White, while the a6 move only ""picks off""
(i.e. flips) the b5 disc, leaving the c5 disc for a possible White move to b6 on his next
turn.
Sometimes, if you can see ahead a sufficient number of moves, you may realize
that after all the exchanges of moves in an open region, your opponent will get the last
move and you will be forced to open up a closed (to your opponent) region anyway (e.g.
east region is closed to Black in Diagram 46). In such cases, it may pay to move to the
o eee.
Oo som th f& HW bi
QOO@OCe@
Diagram 46: White to move
Othello: Brief & Basic 21
Oo a om Ch & Wo ht
Oo a om Of & Wo bh
Before and after moves 8-10
oOo -— mm Oh & HW
22
102)
ee
OOOO
1K)
@)
O
O
O
QO
OOCO
102)
©
Diagram 47:
Diagram 46: White to move
closed region immediately rather than first
filling up all the remaining safe moves in the
open region. In other words, when on the de-
Question: Why does the author suggest moving into the area where Black already has some mobility?
===
The answer to the above question is",because it's better
