input,output
"Not All Squares Were Created
Equal

A crucial idea that beginning players in-
evitably realize is the importance of the 4
corner squares on the board.

Q: What is the crucial idea that beginning players realize?

Referring to the passage above, the correct answer to the given question is",the importance of the 4 corner squares
"I read this background article the other day: It was not coin-
cidental that the 4 empty squares in Diagram
2 were all corner squares.

I am facing a new situation today: David is trying to figure out how the squares in the diagram were filled. He noticed that the four empty squares in diagram 2 were all corner squares.

Using the knowledge I acquired from the background article, how should I answer correctly the following question regarding my new situation: What is David trying to figure out?",how the squares in the diagram were filled
"Given the following context:

A corner is im-
portant because it can never be flipped.

answer the following question:

A corner is a part of a what?",square
"That
is, itis a stable disc.

With reference to the above context, What is the disc?",stable
"Similarly, possession of Diagram 3: Black to move
discs adjacent to a commer square (once the
corer has been occupied) often means that
the adjacent discs are stable as well.

Q: What does possession of Diagram 3 mean?

Referring to the passage above, the correct answer to the given question is",that the adjacent discs are stable as well
"Refer to the passage below and answer the following question:

Passage: Thus in
Diagram 3, when Black takes the h8 comer,
all the discs in the g and h columns andinthe  ,
seventh and eighth rows, suddenly become
stable discs for Black.

Question: What happens to the discs in the g and h columns?",become stable discs for Black
"I have a game board: Black is well on the
way to winning the game.

And I have a question: What will happen to Black?

What is the answer to the question?",win the game
"In fact, possession
of a comer is so critical in the beginning of
the game, that getting one almost always as-
sures victory.

Q: In the beginning of the game, what is so critical?

Referring to the passage above, the correct answer to the given question is",possession of a comer
"Question: What is the only way to win?

Context: ""Similarly, since the comers
and the edge squares together add up to 28
squares, it is almost impossible to win with-
out occupying at least some of these squares.""

Answer:",occupying at least some of these squares
"An implied corollary to the above princi-
ples is that squares adjacent to corners are ex-
tremely risky to occupy, at least until the cor-
ner itself has been occupied.

Q: What are squares adjacent to corners extremely risky to occupy until what has been occupied?

Referring to the passage above, the correct answer to the given question is",the corner itself
"This is because
these squares can become ""stepping stones"" ' .

Q: What can the squares become?

A:",stepping stones
"Extract the answer to the question from the following context.
Question: What is the narrator describing?
Context: '
for your opponent to take the corner.",a game of soccer
"Given the following context:

This is Diagram 4: White to move

Oo som th f& WwW hi

O
ee
, Je
, Je
eee

Oo a om Ch & WwW hi

Othello: Brief & Basic 3

answer the following question:

What is the name of the person that has to move?",White
"oOo -— mm

Q: What is the name of the company that produces the products?

Referring to the passage above, the correct answer to the given question is",oOo
"oh & iW KI

oOo om  & iW hh

especially true of the X-squares.

With reference to the above context, What is especially true of the X-squares?",oOo om  & iW hh
"Given the following context:

Taking an X-square early in the game, usually guaran-
tees that the other player will get the adjacent comer.

answer the following question:

What will happen to the other player?",get the adjacent comer
"Given the following passage

Such a situation is seen in Dia-
gram 4.

answer the following question. Note that the answer is present within the text.

Question: What is being shown in the diagram?",Such a situation
"Itis White's turn, but no matter where White goes, Black will be able to flip the
disc on the X-square (g7) and take the h8 corner on his next move.

White and Black are playing a game of disc. White moves his disc and Black moves his. White has now moved his disc to square g7. Black moves his disc to square h8.

Who will take the h8 corner?",Black
"Very simply, White
should never have gone to the g7 square at this stage of the game.

Q: What should White never have done?

Referring to the passage above, the correct answer to the given question is",gone to the g7 square
"Refer to the passage below and answer the following question:

Passage: There are similar
problems with C-squares (see Point #6), though they do not guarantee the opponent's
access to the corner nearly as often as X-squares do.

Question: What is another name for C-squares?",X-squares
"An incorrect, though commonly assumed, implication of the above discussion is that
all squares on the board can be rated as to their absolute value.

Q: What are squares on the board rated as to?

A:",absolute value
"In this approach the cor-
ners are typically rated as the most valuable, the A and B edge squares as valuable (but
less so than corners), the non-edge squares (particularly those adjacent to the edge) as
still less valuable, and the C- and X-squares as most risky.

Q: What is the least valuable part of the board?

Referring to the passage above, the correct answer to the given question is",non-edge squares
"I know that the answer to the question ""What is the highest rated square?"" is in ""By this theory, the best move
on each turn usually will be the move that occupies the highest rated square to which
the player has a legal move."". Can you tell me what it is?",highest
"Unfortunately, a player adopting this strategy will almost
always be defeated by a player using the winning strategies to be discussed in the next
sections.

Q: A player adopting this strategy will almost always be defeated by a player using what?

A:",winning strategies
"I know that the answer to the question ""What is a corner sacrifice?"" is in ""[Note: Corners often diminish in value near the end of the game, and corner sacrific-
es become quite common among expert players."". Can you tell me what it is?",sacrifice-es
"In such situations, possession of only
one corner may be sufficient to win the

a_b dae fog ih game.

Q: What is one corner of the game board called?

Referring to the passage above, the correct answer to the given question is",corner
"I have a new situation: David is a professional game player. He plays a lot of different games. This month he is playing a new strategy game, game A. Last month he played another strategy game, game B. He practiced game B a lot, but this month he didn't practice game B.

But I can use this background: Similarly, occupation of C-squares

ning the game.

What is an answer for this question: Which game would David be better at this month, game A or game B?",game A
"I know that the answer to the question ""What is the next step after the passage?"" is in ""Examples of these situations

CG
() and even X-squares may be crucial to win-

will be discussed extensively in still later

sections."". Can you tell me what it is?",will be discussed extensively in still later sections
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person that was the narrator of the series? ?

]",James Earl Jones
"Given the following context:

In summary, the incorrect strategies
place an unwarranted value on flipping large
numbers of discs even though they are not
stable and on possessing the A and B edge

squares.

answer the following question:

What are the incorrect strategies?",flipping large numbers of discs
"Given the following context:

Ironically, the correct strategy typi-
cally involves flipping a minimum number

of discs and often avoiding the non-corner
edge squares, at least until later in the game.

answer the following question:

What is the correct strategy for playing a game?",flipping a minimum number of discs
"Question: What is the game Othello?

Context: These counter-intuitive ideas, though they

may be difficult for the beginning Othello

player to appreciate, are the key to a winning
Othello strategy!

Answer:",winning
"Let's look at these ideas in
more detail:

Q: What is the purpose of the book?

Referring to the passage above, the correct answer to the given question is",to look at these ideas in more detail
"Extract the answer to the question from the following context.
Question: What does the ""3"" in ""Gih 3"" stand for?
Context: g_ih 3.",g_ih
"Extract the answer to the question from the following context.
Question: What is the second word in the first paragraph?
Context: Control of the Game: Mobility
Optimization and Dynamic
Square Evaluation

Once understood, the logic of the correct
strategy to winning Othello seems quite
straightforward.",Mobility
"Your hope is to get your
opponent to make a poor move that will al-
low you to win the game (e.g. get early ac-
cess to a corner etc.).

Q: What is the goal of the game?

A:",to win
"Given the following context:

Obviously, your oppo-
nent, especially if he is a skilled player, is

O
O
O
O

not likely to make such a move willingly.

C)

answer the following question:

What will happen to your opponent?",not likely to make such a move willingly
"Extract the answer to the question from the following context.
Question: What is the purpose of the game?
Context: Your goal, therefore is to force him to make

a poor move.",Your goal
"Given the following context:

How can this be accom-

eeeoo00 ® plished?

answer the following question:

What is the answer to ""What does the narrator think of the situation?""",How can this be accom-
"I have a new situation: Two friends played Othello against each other. Tom was better at this game, but Bill enjoyed it just as much.

But I can use this background: Quite simply, if your opponent has

only very few (ideally just one or two) legal
moves, and they are poor moves, then your
opponent will be required (by the rules of

Diagram 6: Black to move

Othello: Brief & Basic
the game) to make a poor move.

What is an answer for this question: Which player had fewer legal moves?",Bill
"I can use this background: In the ex-
treme case, where your opponent has only
one move, he is said to have a forced move.

Now, I have a new situation: Two friends played a lot of chess. Mike was better at it, but Bob improved a lot over time. One day they had a game where Mike had only one move and had to make it.

Answer this question please: Which player was in an extreme case?",Mike
",
An example is given in Diagram 5.

With reference to the above context, What is the number of the diagram?",5
"Here,
Black wisely chooses to go to e8.

Given the question ""What does Black do?"", is ""makes a move"" a valid answer?",Yes
"The wis-
dom of Black's move quickly becomes evi-
dent: White now has only one move, to b2,
which will allow Black to get the al corner
and inevitably win the game.

Q: What is the only move that White has?

Referring to the passage above, the correct answer to the given question is",to b2
"Refer to the passage below and answer the following question:

Passage: A slightly
more subtle example of the same principle is
in Diagram 6.

Question: What is a subtle example of the same principle?",Diagram 6
"Given the following context:

Here, if Black moves to g6(!),
White is again forced to the b2 X-square.

answer the following question:

What is the first move that White makes?",b2 X-square
"Given the following context:

Note that any other move for Black (e.g. f6,
g5) opens up new moves for White, thus
eliminating the forced move to b2.

Answer the following question:

If White moves to b2, what is the forced move for Black?","f6, g5"
"Given the following context:

In more general terms, your goal is move
limitation, or limiting the number of moves
(often referred to as options) that your oppo-
nent has.

answer the following question:

What is the goal of the game?",move limitation
"Given the following context:

At the same time you wish to maxi-
mize your own options.

answer the following question:

What should you do when you want to maximize your options?",maxi-
"Overall, this is re-
ferred to as mobility optimization.

Q: What is referred to as mobility optimization?

Referring to the passage above, the correct answer to the given question is","Overall, this is re-"
"I am trying to decide whether it's worth it to invest in this film proposal. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: Who is the leader of the mercenaries?
Movie title: The Expendables
Movie plot: This is a ob ¢ de f g h

a mee sese
you have gained control of the game.",No I can't
"I can see that the answer to the question ""What is the narrator doing in this passage?"" is in ""if you 2 CUCes
can continue to maintain such control, you 3| WOOO
of the power of this approach is demonstrat- 4 “eeee

Sees .

."". Can you tell me what it is?",maintain such control
"I have a piece of text: OCee@ —-
OOOO”:

OOOO
QOCOO®

oO aS om Of & Wh

co
oa
oo
7
a
—
=]
o
og
—
_
o
—
o
=
i

will almost certainly win.

I need to answer this question: What is the first word in the poem?",O
"Refer to the passage below and answer the following question:

Passage: Another example
ed in Diagrams 7, 8, and 9.

Question: What is another example in Diagrams 7, 8, and 9?",Another example
"In all three dia-
grams, Black is contemplating a move to f8
(an A-square).

Q: What is the A-square?

Referring to the passage above, the correct answer to the given question is",f8
"I have a new situation: John is trying to solve a rubik cube. After solving one side, he looks at the diagram to see what he should do next.

But I can use this background: In Diagram 7, such a move
would be a disaster.

What is an answer for this question: Will the move John is about to make be a disaster or a success?",disaster
"It flips the whole f col-
umn to Black, and after a White move to a2,
Black would be forced to go to either b2 or
b7 (X-squares) on his next move, losing ei-
ther the al or a8 comer.

Q: What does the move force black to do?

Referring to the passage above, the correct answer to the given question is",go to either b2 or b7
"Given the following context:

In Diagram 8, the
move to f8 is moderately successful, but by
flipping the discs at f6 and f7, it cuts off ac-

cess to other squares (particularly g8) which
could be important later.

answer the following question:

What is the name of the diagram that shows the move to f8?",Diagram 8
"A move to g4

would probably have been better.

Q: What would have been better?

A:",A move to g4
"Contrast
this to the move to f8 in Diagram 9.

With reference to the above context, Where is the move to f8?",Diagram 9
"Here,

the move does not open up any new moves
for White, while it retains the g8 option for

Black.

Q: What does the move do for white?

A:",the move does not open up any new moves
"It is an excellent move in terms of
mobility optimization.

With reference to the above context, What is the move in terms of mobility optimization?",excellent
"Given the following context:

In fact, after White-

a2, Black-g8, itis now White who will lose a

corner!

answer the following question:

What is the name of the person who will lose a corner?",White
"I read this background article the other day: The point of all this is that the value
of f8 (or any square) is never an absolute.

I am facing a new situation today: David is good at math. He solves the following math problem: If the value of f8 is never an absolute, what does that make f8?

Using the knowledge I have from the background article, how should I answer the new problem?",relative
"Given the following context:

It

is always a function of the current overall
board position.

answer the following question:

What is a function of the current overall board position?",It
"If this is taken into account

properly, then an attempt to rate the relative
(and changing) values of squares is possible

and useful.

With reference to the above context, What is possible and useful if the values of squares are rated properly?",an attempt
"I have a new situation: Dan is playing a game against his friend Bob. Dan has a piece that can move in a straight line or diagonal line. Bob has a piece that can only move in a straight line.

But I can use this background: This is referred to as dynamic

square evaluation.

What is an answer for this question: Who's piece has more movement options?",Dan
"I know that the answer to the question ""What is the name of the game?"" is in ""Together with mobility -
optimization, it forms the heart of basic Diagram 9: Black to move

Othello: Brief & Basic 5
Othello strategy."". Can you tell me what it is?",Othello
"4. Good Moves and Bad Moves: Gaining Control

Q: What is the title of this chapter?

Referring to the passage above, the correct answer to the given question is",Good Moves and Bad Moves: Gaining Control
"What constitutes a good move in Othello?

Q: What constitutes a good move in Othello?

Referring to the passage above, the correct answer to the given question is",What constitutes a good move in Othello?
"Without reference to specific positions, a
good move can be typically defined in terms of the principles of gaining and maintain-
ing control (with the ultimate aim of acquiring stable discs).

Q: What is the ultimate aim of gaining and maintaining control?

Referring to the passage above, the correct answer to the given question is",acquiring stable discs
"You are given a new situation: John is a chess master. He was teaching chess to his beginner student Keith. In one of the lessons John showed Keith a chess move that he called move A. To understand the concept John then showed Keith another chess move which he called move B.

and a hint : That is, a move that in-
creases, maintains or minimally decreases your future mobility while simultaneously
limiting your opponent's mobility is a good move.

Please answer this question : Which move would not increase future mobility, move A or move B?",move B
"I can use this background: Unfortunately, applying this princi-
ple to specific positions is often far from a simple matter.

Now, I have a new situation: A large corporation is looking to hire a new vice president. They have two candidates in mind, but they need to decide which one to offer the position to. The first candidate, Dane, has extensive experience in the field and has been with the company for many years. The second candidate, Colt, is younger and hasn't been with the company as long as Dane has, but he has some new and innovative ideas that he wants to bring to the table.

Answer this question please: Which candidate is more likely to be offered the position?",Dane
"Question: ""What is the main point of the passage?""

Context: ""Here are some guidelines:

It is technically possible to have control of the game with more discs on the board
than your opponent, with less discs, or with about an equal number of discs.""

Answer:","It is technically possible to have control of the game with more discs on the board than your opponent, with less discs, or with about an equal number of discs"
"I can use this background: However,
most expert players agree that the easiest way to get control of the game is by maintain-
ing fewer discs than your opponent (1.e. maintaining a low disc count).

Now, I have a new situation: Two friends played disc golf for the first time last week. Steve practiced a lot and became very good at it. His friend Paul didn't practice at all so he was not very good. Steve beat Paul soundly and won the game.

Answer this question please: Who had more discs in their bag?",Paul
"Background: This is referred
to as evaporation strategy.

Paragraph: John was studying the weather patterns of his region. He noticed that during the summer the water evaporation rate was high. During the winter the water evaporation rate was low. He also noticed that during the spring the water evaporation rate was in between the summer and winter rates.

Given the paragraph above, please answer correctly the following question: In which season the water evaporation rate would be higher, summer or winter?",summer
"I have a new situation: Two teams of 2 players each are playing a game of discs. Team A has finished the game and they won. Team B has many discs left on the board, but they are not done yet.

But I can use this background: The rationale for this is that, since your opponent needs to
flip at least one of your discs to make a legal move, the less discs you have on the board,
the less legal moves he is likely to have (i.e. move limitation).

What is an answer for this question: Which team will have more legal moves?",Team B
"Extract the answer to the question from the following context.
Question: What is the best move?
Context: Thus, in Diagrams 7-9,
the f8 move in Diagram 7 could be said to be the worst because it flipped the most discs,
while the move to f8 in Diagram 9 was the best because it flipped the least discs.",the move to f8 in Diagram 9
"The
advantages of this approach are so great that if one player makes judicious use of evapo-
ration while the other does not, the evaporation strategist will almost always win.

Q: What is the advantage of the evaporation approach?

A:",almost always win
"It may be, particularly in a game between two experts, that neither player can estab-
lish a successful evaporation.

Q: What happens when two experts play each other?

A:",neither player can estab-
"The game remains roughly even until the endgame.

With reference to the above context, What is the result of the game?",The game remains roughly even until the endgame
"Alter-
natively, one player may succeed in getting control of the game early and acquiring one
or more comers.

With reference to the above context, Who can get control of the game early?",one player
"At these points, evaporation inevitably becomes less important.

Two cities, Appleton and Orangeburg, are on opposite banks of a large river. The climate in Appleton is very dry and arid, but Orangeburg experiences a lot of rainfall and high humidity.

Which city will have less evaporation?",Orangeburg
"After
all, at some point you have to start flipping lots of discs or you cannot win the game.

Q: What is the key to winning?

A:",flipping lots of discs
"I can use this background: Thus, the value of each square, in terms of the number of stable discs that will be ac-
quired, becomes more important.

Now, I have a new situation: John and Keith are playing a game of backgammon. After the dice are rolled, it's clear that John has more stable pieces than Keith. The current board state is such that pieces are more valuable to John than they are to Keith.

Answer this question please: Will John have an easier or harder time finding a stable piece?",easier
"For this reason, evaporation strategy tends to have de-
creased importance for endgame play.

Q: What strategy tends to have decreased importance for endgame play?

A:",evaporation
"Similarly, the ultimate goal remains mobility optimization, not simply evaporation.

Q: What is the ultimate goal of the water cycle?

A:",mobility optimization
"Given the following context:

A move that flips several discs may at times leave your opponent with less options than
a move that just flips one disc.

answer the following question:

If Milo flips one disc, will he leave his opponent with more or less options than if he flips several?",more
"I can use this background: For example, if most of your discs are centrally located,
while your opponent's discs are spread out along the periphery, you are said to have
""control of the center.""

Now, I have a new situation: Bob and Andy played a game of discs. Bob won because he had control of the center.

Answer this question please: Which player had more discs spread out along the periphery?",Andy
"Given the following passage

""This is generally desirable."",

answer the following question. Note that the answer is present within the text.

Question: What is this?",desirable
"I have a new situation: David is trying to buy a piece of land. He found two parcels of land, parcel Q and parcel R. Parcel Q is located at the interior of a city, but parcel R is located at the periphery of the city. David needs to decide which parcel he should buy.

But I can use this background: Thus, interior squares are typically
better to occupy than peripheral (or frontier) discs.

What is an answer for this question: Would parcel R be better or worse than parcel Q?",worse
"I can use this background: This is because (1) flipping interior
discs generally does not open up as many new moves for your opponent as flipping
frontier discs would, and (2) maintaining a compact center of connected interior discs
tends to lead to more mobility for yourself than having your pieces scattered around the

periphery.

Now, I have a new situation: David and Goliath are two skilled players having a game of disc flipping. Goliath is a novice and David has been playing for years.

Answer this question please: Who will have more mobility?",David
"Refer to the passage below and answer the following question:

Passage: A move that flips only interior

a boc de f g h discs may therefore be more desirable than
= a move that flips mainly frontier discs, even
1 C) if the latter move flips less discs overall.

Question: What is a move that flips only interior discs called?",boc de f g h
"Note: Black's position in Diagram 5 repre-
2 O CO) ® ® sents good control of the center.

Q: What does Black's position in Diagram 5 represent?

A:",good control of the center
"I have a new situation: John is trying to figure out how to make his website more mobile friendly. He knows that making the website more mobile friendly will increase the number of people that can access his site.

But I can use this background: Also, remember that mobility optimiza-

z > Y Op
O O eee tion does not just refer to the number of op-
4 OA tions available.

What is an answer for this question: Will increasing the number of options available to make a website more mobile friendly make it more or less mobile friendly?",more
"Extract the answer to the question from the following context.
Question: What does the algorithm do?
Context: It takes into consideration
both option quantity and option quality.",It takes into consideration both option quantity and option quality
"a eee The more moves you have available, the
greater your option quantity.

Two players are playing a game of chess. The first player, named White, has many more moves available than the second player, named Black. This means that White has more or less option quantity than Black?",more
"Given the following passage

""The more de-
6 (liGe® sirable those moves are, the greater your
3 ‘oe C) option quality."",

answer the following question. Note that the answer is present within the text.

Question: What is the last word in the passage?",quality
"The good player realizes
5 se

With reference to the above context, What is the good player?",realizes
"Given the following passage

""O O"",

answer the following question. Note that the answer is present within the text.

Question: What is the name of the company?",O O
"that a smaller number of men quality op-
Fs tions may be more desirable than a larger
: oe ie number of low quality options.

With reference to the above context, What do men value more?",smaller number of men quality op-Fs tions
"To take an
Diagram 10: Black to move extreme example, it would most commonly

Othello: Brief & Basic
be preferable to have your access limited to 2 corner squares rather than to 4 X-squares.

With reference to the above context, What is the most common move to make?",have your access limited to 2 corner squares
"Given the following context:

A special type of frontier disc position is called a wall: an area of frontier discs,
along one side of the board, that are of all one color.

answer the following question:

What is the name for an area of frontier discs, along one side of the board, that are of all one color?",a wall
"I know that the answer to the question ""What is the reason not to form walls?"" is in ""Generally, it is inadvisable to form
walls."". Can you tell me what it is?",inadvisable
"Question: ""If your opponent forms a wall, what should you not do?""

Context: ""If your opponent should form one, itis generally advisable not to break across the
wall (e.g. move to the unoccupied squares beyond the wall) unless no other viable
moves remain.""

Answer:",move to the unoccupied squares beyond the wall
"The potential problems of forming a wall are illustrated in Diagram 10.

With reference to the above context, What is the name of the diagram that shows the problems of forming a wall?",Diagram 10
"Note the relative merits of a Black move to f7 as opposed to e7.

Q: What is the relative merit of a Black move to f7 as opposed to e7?

A:",Note
"The f7 move forms a
wall on the east side of the board, severely limiting Black's future options, while open-
ing up many new moves for White.

Q: What does the f7 move do for White?

Referring to the passage above, the correct answer to the given question is",opening up many new moves
"Quite simply, it is a bad move.

With reference to the above context, What is the move that is being discussed?",bad move
"I have a new situation: Two players are engaged in a game of disc flipping. The current player, player A, has just finished his turn and it is now player B's turn. Player B looks at the board and sees that player A made a move to e7. Player B then has to decide what move to make next.

But I can use this background: The move to e7,
while it flips the same number of discs, is a far better move.

What is an answer for this question: Which player will have a better chance of winning the game?",player B
"Given the following context:

The e7 move flips only in-
terior discs, forming a connected, centrally located cluster of discs for Black.

answer the following question:

Which player will have a cluster of discs?",Black
"The result
(control of the center) is increased mobility (e.g. Black now has access to b4), while f7
is the only new move opened for White.

Q: What does Black gain access to?

A:",b4
"I know that the answer to the question ""What is the opposite of an edge square?"" is in ""Note that edge squares are a partial exception to these generalizations about walls
and evaporation: since a player cannot flip past an edge, a ""wall"" of edge squares is not
a liability in the way that a non-edge wall would be."". Can you tell me what it is?",a non-edge wall
"Thus, in Diagram 6, the wall of
Black discs along the south edge did not hurt
Black since they provided no moves for a boc de f go h
White.

Q: What did the wall of black discs along the south edge not do?

A:",hurt
"Question: ""What does the word reluctant mean?""

Context: ""Still, expert players are often reluc-
tant to take edge squares in the early part of 1
the game.""

Answer:",reluc-
"First, taking edges tends to oppose
trying to get control of the center (but see Di-
agram 11 and Point #16).

Q: What is the first thing that opposes trying to get control of the center?

A:",taking edges
"Given the following context:

Second, occupied
edge squares often become liabilities later in
the game for a variety of reasons (see Pot
#7 for one major example).

Answer the following question:

What is the name of the game that has occupied edge squares?",Pot
"I have a test where I am given the following article, what is an answer for the question: What is the name of the person who wrote the book that the CIO of the company read? ?

CIO
e
Ces)

5.",Ces
"Given the following passage

""Good Moves and Bad Moves:
Planning Ahead

©
©
®"",

answer the following question. Note that the answer is present within the text.

Question: What is the topic of the book?",Good Moves and Bad Moves
"I know that the answer to the question ""What is the first word in the first paragraph?"" is in ""©

QO@Ce®

This point cannot be emphasized enough: O
successful evaporation, mobility optimiza-
tion or whatever, depends not merely on
what is best for the current position, but"". Can you tell me what it is?",O
"Diagram 11-A: Mowes 25-26
what 1s likely to be best based on what the
board will be like 2,3, 4 or even more moves
later.

Q: What is the diagram number?

Referring to the passage above, the correct answer to the given question is",11-A
"It is this ability to see what conse- a oboode f g h
quences a move ts likely to have on subse-
quent moves that separates the expert from 1
the average player.

Q: What is the main difference between an expert and an average player?

A:",ability to see what conse- a oboode f g h
"I have a new situation: Two teams of chess players competed against each other. Team A had players that could only see 2 moves ahead, while Team B had players that could see 7 moves ahead.

But I can use this background: The farther you can ""see""
ahead, the better you will play.

What is an answer for this question: Which team had players that could see ahead better?",Team B
"A good move
in Othello can almost never be determined
simply by a static view of the current board
position.

With reference to the above context, What is a good move in Othello?",almost never
"Extract the answer to the following question from the movie plot. If the question isn't answerable, please output ""Can't answer"".
Question: What does the group find?
Title: The Dark Knight Rises
Movie plot: OC)",Can't answer
"I know that the answer to the question ""What do the pieces do in the game?"" is in ""One of the unique difficulties of Othello
is that, since many pieces may get flipped 6
with each move (particularly in the end- O
game), it can be extremely difficult to visual-
ize the future board position (though com- CO)
puters have little difficulty with this aspect
of Othello)."". Can you tell me what it is?",get flipped
"Still, one must do the best one
can.

Q: What must one do?

Referring to the passage above, the correct answer to the given question is",do the best one can
"You are given a new situation: A team of researchers studied two groups of people. Group P planned ahead, and group I didn't. Group P had fewer problems.

and a hint : An example that clearly shows the ben- ,
efits of planning ahead is in Diagram 11.

Please answer this question : Which group didn't have fewer problems?",group I
"Uiagram 11-B:

With reference to the above context, What is the name of the character who is the narrator of the story?",Uiagram
"After move 26
Here we see how, with some foresight,
Black can take a superficially even position,

BOCeG8
ee eee

O

®
® ©
® ©
_)

With reference to the above context, What is the name of the game that the move is from?",Chess
"Extract the answer to the question from the following context.
Question: What is the name of the play?
Context: ©

O

Oo a om Of & Wo ht

Othello: Brief & Basic 7
Oo a mm",Othello
"Given this review: ""Oh fF""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"Given this review: ""Wo ht

oO aS om Of & Wh

and gain complete control of the game.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"The sequence of moves results in Black forcing
White to give up the a8 comer.

Q: What results in Black forcing White to give up the a8 comer?

A:",The sequence of moves
"I have a new situation: David is a chess master. Yesterday, he was playing chess with his ten-year-old nephew, Tom. Tom made his move, taking away several of David's options. David then made his move, the a7 move.

But I can use this background: The a7 move, in particular, took away several of White's
options (i.e. d8, g5, and d3).

What is an answer for this question: Who took away several of the other player's options?",Tom
"Thus, the advantages of the a7 move become apparent only
if Black anticipates the consequences of the next several moves.

Q: What does Black have to do to see the benefits of the a7 move?

Referring to the passage above, the correct answer to the given question is",anticipates the consequences of the next several moves
"For example, the se-
quence of moves would not have ""worked"" if Black's a3 move had flipped White's disc
at b3.

Q: What would have happened if Black's a3 move had flipped White's disc at b3?

Referring to the passage above, the correct answer to the given question is","not have ""worked"""
"This is because it would have prevented Black's subsequent move 27 to a2.

Q: What would have prevented Black's subsequent move 27 to a2?

A:",It would have prevented Black's subsequent move 27 to a2.
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who is described as being a man of means? ?

6.",Harry
"Isolated C-square Traps

We now begin to shift attention away from strategy (the focus of points #1 - #5) and
move towards tactics.

Q: What is the focus of points 1-5?

Referring to the passage above, the correct answer to the given question is",strategy
"Though the dividing line 1s not always clear, strategy tends to fo-
cus on more general discussions of goals and objectives while tactics refer to more spe-
cific techniques for implementing these goals.

With reference to the above context, What does strategy focus on?",general discussions of goals and objectives
"Question: What is the trick?
Context: For example, in this section we demon-
strate a ""trick"" or a ""trap"" that will force your opponent to concede a corner, no matter
how many moves he might have available at the time.

Answer:",force your opponent to concede a corner
"It requires that your opponent oc-
cupy a C-square along an edge that is otherwise empty (or nearly so)(1.e.

Q: What is the opponent required to do in order to win?

A:",oc-
"I know that the answer to the question ""What is the shape of the C?"" is in ""an isolated C-
square)."". Can you tell me what it is?",square
"Actually, this trap will rarely occur in a game between good players, because
they will avoid the positions that would permit it.

Q: Why will good players avoid the trap?

A:",they will avoid the positions that would permit it.
"Question: What is the main idea of the passage?

Context: ""However, the threat of such traps 1s

often sufficient to constrain your opponent's
h moves.""

Answer:",the threat of such traps 1s
"Question: What does the writer say you need to know?

Context: In any case, you need to know of
these traps, if only to avoid falling into them
yourself.

Answer:",these traps
"I have a new situation: John is trying to solve a logic puzzle. He has figured out most of the answers, but is stuck on two of them. In diagram 12 John sees that trap A has been set. And in diagram 13, he sees that trap B has been set.

But I can use this background: Two examples of this trap are given in
Diagrams 12 and 13.

What is an answer for this question: Will trap A be set or not be set?",set
"I have a new situation: David and John are playing a game of checkers. David just made his move and it's now John's turn. After thinking about it, John decides to make his move on the critical North edge.

But I can use this background: In Diagram 12, Black
followed White's move to gl (the isolated
C-square) with a move to dl. White is now
unable to take any moves along the critical
North edge and so might choose to go to g5,
(for example).

What is an answer for this question: Who is unable to make any moves along the critical North edge?",John
"Wherever White goes, Black
continues with f1!

Q: What does White do?

Referring to the passage above, the correct answer to the given question is",continues with f1!
"Now White is forced to
give up the hl corner (.e.

With reference to the above context, What is White forced to give up?",the hl corner
"Given the following context:

White-e1, Black-
h1!).

answer the following question:

What is the first character in the first line?",White
"I know that the answer to the question ""What is the key to the trap?"" is in ""Note how this trap would have failed if
White could have moved to the North edge
(e.g. to el) prior to Black's move to f1."". Can you tell me what it is?",White could have moved to the North edge
"Extract the answer to the question from the following context.
Question: What is the first word in the excerpt?
Context: In
. .",In
"Extract the answer to the question from the following context.
Question: What is the name of the person that responded to Black's g1?
Context: Diagram 13, White responded to Black's g1
Diagram 12: White to move (isolated C-square) move with a move to cl.",White
"Given the following context:

This is a stronger move than the d1 move in
Diagram 12 since, even if White moves to
h the edge, Black is still guaranteed the h1 cor-
ner (as long as Black maintains access to the
North edge).

Answer the following question:

What is the name of the player that is guaranteed the h1 corner?",Black
"I know that the answer to the question ""What will Black do?"" is in ""For example, if White goes to
d1, Black continues with f1."". Can you tell me what it is?",continues with f1
"The most com-
plex sequences occur if White avoids the
Cy edge altogether (e.g. by going to g5).

Q: What is the most complex sequence?

Referring to the passage above, the correct answer to the given question is",White avoids the Cy edge altogether
"If this
occurs, Black continues by going to el.

Q: What is Black's next move?

A:",going to el
"| Now, once again, White is helpless to pre-
vent the loss of the corner (e.g. White-b6,
Black-f1).

With reference to the above context, What is the loss of the corner called?",pre-vent the loss of the corner
"If all these seems a bit hard to fol-
low, remember: take out a board, set up the
positions in the Diagrams, and play them
out.

Q: What is the best way to understand this?

A:",play them out
"I guarantee that all will become clear
shortly.

Q: What does the narrator guarantee?

A:",all will become clear
